,Angle (degrees),Electron Temperature (eV)
0,-3.0346856740292587,1.28351221803213
1,-1.587031895349,1.2893028331468512
2,-0.1393781166687411,1.293645794482892
3,1.3082756620115177,1.2965411020402526
4,2.7559294406917765,1.2965411020402526
5,4.203583219372039,1.2965411020402526
6,5.651236998052294,1.288579006257511
7,7.098890776732556,1.2806169104747698
8,8.546544555412812,1.2733786415813686
9,9.994198334093074,1.2675880264666477
10,11.44185211277333,1.2675880264666477
11,12.889505891453592,1.2675880264666477
12,14.337159670133849,1.2675880264666477
13,15.78481344881411,1.2617974113519264
14,17.232467227494364,1.260349757573246
15,18.680121006174627,1.260349757573246
16,20.12777478485488,1.260349757573246
17,21.575428563535144,1.2617974113519264
18,23.0230823422154,1.2675880264666477
19,24.470736120895666,1.2675880264666477
20,25.918389899575924,1.260349757573246
21,27.36604367825618,1.260349757573246
22,28.81369745693644,1.2617974113519264
23,30.261351235616697,1.2632450651306066
24,31.70900501429696,1.254559142458525
25,33.15665879297721,1.253111488679845
26,34.60431257165747,1.2560067962372057
27,36.051966350337736,1.2516638349011646
28,37.499620129017984,1.2458732197864435
29,38.947273907698246,1.2458732197864435
30,40.39492768637851,1.2458732197864435
31,41.84258146505877,1.248768527343804
32,43.29023524373902,1.253111488679845
33,44.73788902241928,1.253111488679845
34,46.18554280109954,1.253111488679845
35,47.633196579779806,1.253111488679845
36,49.08085035846007,1.2560067962372057
37,50.52850413714032,1.264692718909287
38,51.97615791582058,1.2777216029174092
39,53.42381169450084,1.28206456425345
40,54.871465473181104,1.28351221803213
41,56.31911925186135,1.2958172751509125
42,57.766773030541614,1.309569986048375
43,59.21442680922188,1.3168082549417763
44,60.66208058790214,1.3182559087204564
45,62.10973436658239,1.3153606011630958
46,63.55738814526265,1.3110176398270552
47,65.00504192394291,1.3110176398270552
48,66.45269570262317,1.3110176398270552
49,67.90034948130342,1.305227024712334
50,69.34800325998368,1.3030555440443137
51,70.79565703866395,1.292921967593552
52,72.24331081734421,1.2791692566960895
53,73.69096459602447,1.2748262953600489
54,75.13861837470472,1.270483334024008
55,76.58627215338498,1.2617974113519264
56,78.03392593206524,1.254559142458525
57,79.4815797107455,1.2458732197864435
58,80.92923348942576,1.2458732197864435
59,82.37688726810602,1.2458732197864435
60,83.82454104678628,1.238634950893042
61,85.27219482546654,1.2342919895570013
62,86.71984860414679,1.2212631055488792
63,88.16750238282705,1.2169201442128383
64,89.61515616150731,1.2169201442128383
65,91.06280994018758,1.2125771828767973
66,92.51046371886784,1.2067865677620766
67,93.95811749754807,1.1952053375326344
68,95.40577127622836,1.1879670686392332
69,96.8534250549086,1.1879670686392332
70,98.30107883358887,1.182176453524512
71,99.45920185653308,1.1746969090013308
